Lat,Lon,Elat,Elon,Distance,Year,Month,Day,Hour,Minute,Public,Public2,Car,Bike,Foot,Car2Go,Enjoy,Car2GoFreeCars,EnjoyFreeCars
45.493411,9.222263,45.478058,9.199674,2.452532,2020,03,29,10,21,04,23,0,14,38,10,12,20,1559,699
45.500671,9.155131,45.486942,9.195927,3.527180,2020,03,29,10,21,04,33,0,24,59,14,14,18,1559,699
45.454961,9.147359,45.463428,9.177990,2.567733,2020,03,29,10,21,04,31,0,18,43,11,11,19,1561,697
45.457217,9.192305,45.451691,9.161153,2.506242,2020,03,29,10,21,04,28,0,18,39,11,15,16,1558,697
45.460201,9.230504,45.471814,9.178704,4.240769,2020,03,29,10,21,04,42,0,25,68,14,20,34,1556,697
45.441672,9.198541,45.461842,9.170137,3.152497,2020,03,29,10,31,04,43,0,19,54,9,13,14,1557,697
45.501195,9.152483,45.452917,9.156220,5.375912,2020,03,29,10,31,04,50,0,29,89,0,3,10,1559,697
45.505389,9.167793,45.497598,9.215308,3.802907,2020,03,29,10,31,04,50,0,24,66,13,15,19,1563,697
45.478197,9.160315,45.499516,9.177524,2.723686,2020,03,29,10,31,04,25,0,20,55,10,11,20,1564,697
45.480578,9.229475,45.470430,9.160132,5.523004,2020,03,29,10,31,04,35,0,34,89,19,21,21,1564,697
45.490732,9.151563,45.461005,9.194170,4.686210,2020,03,29,10,31,04,36,0,29,71,17,18,26,1564,698
45.503265,9.197052,45.456299,9.155354,6.151314,2020,03,29,10,31,04,39,0,33,98,17,20,20,1563,698
45.486559,9.212287,45.458821,9.198168,3.274765,2020,03,29,10,31,04,28,0,19,56,11,13,13,1562,698
45.450038,9.163587,45.498479,9.163236,5.386204,2020,03,29,10,31,04,43,0,31,90,19,32,37,1561,698
45.448466,9.202479,45.485022,9.163867,5.058380,2020,03,29,10,31,04,37,0,30,79,17,21,21,1561,700
45.471685,9.174816,45.465351,9.205488,2.493258,2020,03,29,10,41,11,25,0,20,39,10,14,24,1561,700
45.473155,9.227747,45.453845,9.201187,2.983294,2020,03,29,10,41,11,36,0,17,53,10,11,13,1561,700
45.442130,9.207930,45.472421,9.195852,3.497296,2020,03,29,10,41,11,29,0,21,61,11,16,20,1561,700
45.477132,9.157094,45.476493,9.200173,3.359444,2020,03,29,10,41,11,34,0,23,53,14,17,22,1558,699
45.455314,9.156806,45.473013,9.206756,4.364165,2020,03,29,10,41,11,36,0,26,67,15,18,17,1557,699
45.452198,9.215555,45.455532,9.170272,3.551368,2020,03,29,10,41,11,38,0,19,53,12,12,13,1557,699
45.492314,9.218577,45.471242,9.169356,4.495982,2020,03,29,10,41,11,24,0,28,75,16,19,25,1555,699
45.448842,9.193275,45.479358,9.176858,3.626557,2020,03,29,10,41,11,41,0,28,61,15,18,25,1553,701
45.459372,9.146586,45.477458,9.191606,4.045734,2020,03,29,10,41,11,36,0,24,65,13,15,19,1553,701
